,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
6256,False,/hMbRD8hql4Jo7QBnzICoTGwi6aj.jpg,"[14, 27]",24341,en,Dolls,"A precocious girl, her nasty parents, two punk-rock losers and a weak-kneed salesman inadvertently become the guests of two ghoulish senior citizens in their dark, haunted mansion. The old couple makes and collects dolls that, when not sitting still like good little mannequins, creep around in the night, offing the guests one by one.",11.066,/7qvZN12gIUiql15JV5aG2bSNiif.jpg,1987-03-12,Dolls,False,6.4,265
6257,False,/3sugwCDlTv7JSC0hbRr0gNixBkl.jpg,[35],12710,en,Big Business,"In the 1940s in the small town of Jupiter Hollow, two sets of identical twins are born in the same hospital on the same night. One set to a poor local family and the other to a rich family just passing through. The dizzy nurse on duty accidentally mixes the twins unbeknown to the parents. Our story flashes forward to the 1980s where the mismatched sets of twins are about to cross paths.",10.328,/dxbXbR1P44caMUKtBdq7sX6aSgw.jpg,1988-06-10,Big Business,False,6.4,215
6258,False,/gZ1n5lvEWLTQgmVbeKHyfIUrqgx.jpg,"[10749, 35]",503616,en,Second Act,"Maya, a 40-year-old woman struggling with frustrations from unfulfilled dreams. Until that is, she gets the chance to prove to Madison Avenue that street smarts are as valuable as book smarts, and that it is never too late for a second act.",19.251,/maUMIZVGs8g1hYtq4dQ9Lg9FtVF.jpg,2018-11-22,Second Act,False,6.4,1057
6259,False,/6onhSX3TyHyQJBlVYKjFkpARld6.jpg,"[35, 80, 18]",429203,en,The Old Man & the Gun,"The true story of Forrest Tucker, from his audacious escape from San Quentin at the age of 70 to an unprecedented string of heists that confounded authorities and enchanted the public. Wrapped up in the pursuit are a detective, who becomes captivated with Forrest’s commitment to his craft, and a woman, who loves him in spite of his chosen profession.",9.113,/a4BfxRK8dBgbQqbRxPs8kmLd8LG.jpg,2018-09-27,The Old Man & the Gun,False,6.4,1209
6260,False,/jI8vocXQ33hREeTIPuiQ5VSaP4G.jpg,"[18, 53]",317144,en,Cyberbully,"A chilling real-time thriller featuring a teenager, Casey, battling with an anonymous cyber-stalker.",9.271,/6lvhMYaG0XkLrgJFYT9VYdQ7zz7.jpg,2015-01-15,Cyberbully,False,6.4,208
6261,False,/8DTL9HCoQ1sfzyrCqDp1anRJtbN.jpg,"[18, 878, 16]",152795,en,The Congress,"An aging, out-of-work actress accepts one last job, though the consequences of her decision affect her in ways she didn't consider.",9.641,/oeT9rwfCBayxgVoUn1yZGmkZlUq.jpg,2013-07-03,The Congress,False,6.4,429
6262,False,/kSrL8dDfaInfekoHS02zqdC1Bu1.jpg,[18],20857,en,Hardball,"An aimless young man who is scalping tickets, gambling and drinking, agrees to coach a Little League team from the Cabrini Green housing project in Chicago as a condition of getting a loan from a friend.",15.059,/9RMcwwnK8a9WCt8dVlwmtNsFCg3.jpg,2001-09-14,Hardball,False,6.4,412
6263,False,/2uVsEt5AayB2jw9UWOMDATogOGy.jpg,"[10751, 14, 878, 16]",15139,en,The Pagemaster,"Tyler knows a lot about accidents. So much so, he is scared to do anything that might endanger him, like riding his bike, or climbing into his treehouse. While in an old library, he is mystically transported into the unknown world of books, and he has to try and get home again.",22.928,/iIWUuCjN8VND7BDugvf45LveA6p.jpg,1994-11-23,The Pagemaster,False,6.4,643
6264,False,/5XSitXno6yxYkNppwP5gOhC7SfA.jpg,"[18, 10402, 14]",11326,en,Tommy,"A psychosomatically deaf, dumb and blind boy becomes a master pinball player and the object of a religious cult.",10.603,/xyOZI8GHUwkbublxRmtmZp8zJsD.jpg,1975-03-19,Tommy,False,6.4,254
6265,False,/i9ypo2EPubwkD5XLiAHqPG7OMHg.jpg,"[27, 53]",9792,en,The Hills Have Eyes,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.",47.884,/qj4C2c96T1n3YnYxFG5l5bSTKbM.jpg,2006-03-10,The Hills Have Eyes,False,6.4,2473
6266,False,/ok7RdHhVngnwkvKj09tvtOvypG.jpg,"[80, 18, 9648]",649409,en,No Sudden Move,A group of criminals are brought together under mysterious circumstances and have to work together to uncover what's really going on when their simple job goes completely sideways.,46.638,/34BmdJkdvRweC3xJJFlOFQ2IbYc.jpg,2021-06-24,No Sudden Move,False,6.4,476
6267,False,/8QpzqK3nPGxpqpKqhe6QasTGBWQ.jpg,[878],406759,en,Moonfall,A mysterious force knocks the moon from its orbit around Earth and sends it hurtling on a collision course with life as we know it.,193.164,/odVv1sqVs0KxBXiA8bhIBlPgalx.jpg,2022-02-03,Moonfall,False,6.4,2035
6268,False,/uFX4uwS9zIzLKGcO9pLEkGI0FNM.jpg,"[28, 14, 27]",20481,en,Nightbreed,A troubled young man is drawn to a mythical place called Midian where a variety of monsters are hiding from humanity.,14.731,/1ChluYH0BEvJo3gtYoFHnMZI660.jpg,1990-02-16,Nightbreed,False,6.4,366
6269,False,/gj1UQKJ2F3w5G1wGIi2XYpFwZgA.jpg,"[18, 10749]",1713,en,Jungle Fever,A successful and married black man contemplates having an affair with a white girl from work. He's quite rightly worried that the racial difference would make an already taboo relationship even worse.,9.094,/pw7cOdwCylBuiv6rvosBSkcgKEe.jpg,1991-06-07,Jungle Fever,False,6.4,238
6270,False,/c8JXdGPKWYB7pV1TSjoh3VYonQ.jpg,[35],408033,fr,Tamara,"Tamara, 15, complexed with her curves, decided its entry into second to get rid of the label of ""big"". To shut up the gossip, she made a bet with her best friend to go out with the first boy who pass the classroom door. No luck, the boy turns out to be Diego, the most handsome guy of high school. The bet is complicated for Tamara .... Between the dirty tricks of bitches of high school, a mother hen, boards ""drag"" his little sister, Tamara is a memorable year!",7.843,/gA4kwNm86Up2dCa789NaIoQaduM.jpg,2016-10-26,Tamara,False,6.4,603
6271,False,/ptgoTztfxbz0qFo129FwyisORRs.jpg,"[35, 14, 12]",334298,zh,捉妖记,Young monster kids try to make peace between the world of humans and the world of the monsters.,21.77,/csMASFudtPSyVEFl4qq2Sm5lflM.jpg,2015-07-16,Monster Hunt,False,6.4,286
6272,False,/cb1R4VdM0FkacQ8AYjuK9Qe6Lpl.jpg,"[28, 80, 9648]",241554,en,Run All Night,"Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind Jimmy for 30 years. But when Jimmy’s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",38.59,/frzdzHceByAIlwVKvSvY9zqpjyV.jpg,2015-03-11,Run All Night,False,6.4,2491
6273,False,/edeAsyMfRYmNmFUIG1WzK7gcM1y.jpg,"[878, 9648, 53, 28]",238615,en,Self/less,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,35.813,/b03zZZTE17iH6klsInFOlrgfYRN.jpg,2015-07-10,Self/less,False,6.4,2734
6274,False,/AcXAzpJDq0wtj2seW1EBUgRSy0v.jpg,"[12, 28, 53]",16353,th,องค์บาก 2,Moments from death a young man is rescued by a renowned warrior. Realizing unsurpassed physical potential in the young boy he trains him into the most dangerous man alive. As he becomes a young man he goes on a lone mission of vengeance against the vicious slave traders who enslaved him as a youth and the treacherous warlord who killed his father.,37.671,/sGyB8kVPQsofyQV1T0jE2d6k4q4.jpg,2008-12-04,Ong Bak 2,False,6.4,530
6275,False,/4KjQqPiucOTOmK0GXCMGzNqNiiX.jpg,[35],11444,fr,Le Placard,"A man spreads the rumor of his fake homosexuality with the aid of his neighbor, to prevent his imminent firing at his work.",8.806,/kNm5Jxr3iulG8tfYHqDD0ahODCw.jpg,2001-01-17,The Closet,False,6.4,405
6276,False,/qjjjXJZp9I8voIEuT9iQJCSTYSE.jpg,"[12, 14, 28, 35, 10751]",9593,en,Last Action Hero,"Following the death of his father, young Danny Madigan takes comfort in watching action movies featuring the indestructible Los Angeles cop Jack Slater. After being given a magic ticket by theater manager Nick, Danny is sucked into the screen and bonds with Slater. When evil fictional villain Benedict gets his hands on the ticket and enters the real world, Danny and Jack must follow and stop him.",31.298,/yTfjHPqh7C7bkfMtEKx2mPdorQw.jpg,1993-06-18,Last Action Hero,False,6.4,2215
6277,False,/cHxMqxD39c2i6HDGXQxOXhlcxZm.jpg,"[35, 27, 878]",3980,en,Critters,A massive ball of furry creatures from another world eat their way through a small mid-western town followed by intergalactic bounty hunters opposed only by militant townspeople.,30.875,/7tFJqfcmu7sAxwcRwQ0j9qnGrok.jpg,1986-04-11,Critters,False,6.4,751
6278,False,/cmOWlfDvBSMyLaeZ85M87GmkH8v.jpg,"[28, 12, 18, 53]",2133,en,The Perfect Storm,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats, their gear and the weather are juxtaposed with the sea adventure.",29.758,/aOYHJclz1yZdFT3hdMY8TeYU4fk.jpg,2000-06-29,The Perfect Storm,False,6.4,1875
6279,False,/8wfPjfUgmGpqCIW6gS0pS0pixnA.jpg,"[35, 18, 10749]",625450,en,Tall Girl,"Jodi, the tallest girl in her high school, has always felt uncomfortable in her own skin. But after years of slouching, being made fun of, and avoiding attention at all costs, Jodi finally decides to find the confidence to stand tall.",26.975,/m0clsFEXidLVJ0TueqWOvvImOMh.jpg,2019-09-13,Tall Girl,False,6.4,1681
6280,False,/uz22R8kBpIaUC8pkOKZm7jZfLGN.jpg,"[27, 53]",606625,en,Follow Me,"A social media personality travels with his friends to Moscow to capture new content for his successful VLOG. Always pushing the limits and catering to a growing audience, they enter a cold world of mystery, excess, and danger. When the lines between real life and social media are blurred, the group must fight to escape, and survive.",15.299,/glwOyoD0Pzxzyb3l7nELEgjSjQ8.jpg,2020-07-16,Follow Me,False,6.4,358
6281,False,/g19eokR5OdUvjXmBQ5Qtt34aiRu.jpg,[28],500852,en,Miss Bala,"Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning, inventiveness, and strength.",17.63,/ae9yrSAS7nLZPbbkOm61pSuIqeo.jpg,2019-02-01,Miss Bala,False,6.4,449
6282,False,/2cteiqXBe22uO3nF4OaLus0k1XX.jpg,"[28, 35, 80, 9648]",302699,en,Central Intelligence,"After he reunites with an old pal through Facebook, a mild-mannered accountant is lured into the world of international espionage.",51.208,/7Ou0TRJLi72AwLEUlo7Kym4XuNB.jpg,2016-06-15,Central Intelligence,False,6.4,5093
6283,False,/lwwVM9MHvFBPSt5w8OU8yuh4Ak7.jpg,"[18, 35]",268238,en,The Second Best Exotic Marigold Hotel,As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,13.577,/j4PARl3gDpv2K45YAv0tgocLW5K.jpg,2015-02-26,The Second Best Exotic Marigold Hotel,False,6.4,623
6284,False,/qQqDIXfefGCyy4hNhXA6AaKuhOp.jpg,"[18, 35, 10749]",81342,fr,La délicatesse,A French woman mourning over the death of her husband three years prior is courted by a Swedish co-worker.,10.458,/1pc9cMMt7Hs4z8fOOzsOLe3MjNX.jpg,2011-12-20,Delicacy,False,6.4,378
6285,False,/nYJ9hQe6F82bem3ufHAWBRyYm9m.jpg,"[12, 28, 878, 53]",36668,en,X-Men: The Last Stand,"When a cure is found to treat mutations, lines are drawn amongst the X-Men—led by Professor Charles Xavier—and the Brotherhood, a band of powerful mutants organised under Xavier's former ally, Magneto.",1.695,/7RSSkRpwvkNN5iKO8zACtBA0KhQ.jpg,2006-05-24,X-Men: The Last Stand,False,6.4,8495
6286,False,/bUskzsM9bRSo7nVBxzRzEfRWZVF.jpg,"[35, 18]",242088,en,The Trip to Italy,"Years after their successful restaurant review tour of Northern Britain, Steve Coogan and Rob Brydon are commissioned for a new tour in Italy.",7.613,/gbdN1MGJI2vIV9yKqDkAsazWQIT.jpg,2014-04-24,The Trip to Italy,False,6.4,215
6287,False,/4hCDuBCG1oSKFfr4TKLOJG30JzV.jpg,"[28, 12, 80]",59859,en,Kick-Ass 2,"After Kick-Ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation.",46.977,/1go2A3gdQjaMuHWquybgoJlQRcX.jpg,2013-07-17,Kick-Ass 2,False,6.4,5475
6288,False,/fXQw655zAe0YF4pnRqsml7XTVWZ.jpg,"[28, 35]",44147,en,Wild Target,"Victor Maynard is a middle-aged, solitary assassin who lives to please his formidable mother, despite his own peerless reputation for lethal efficiency. His professional routine is interrupted when he finds himself drawn to one of his intended victims. After sparing her life, he unexpectedly acquires a young apprentice. Believing Victor to be a private detective, his two new companions tag along, while he attempts to thwart the murderous attentions of his unhappy client.",16.331,/ejKD5DQ7jouzEkz1fx5Fr8li2ZA.jpg,2010-06-17,Wild Target,False,6.4,588
6289,False,/2Ut5lSVXDr2MvuTNa7VgBqTzap3.jpg,"[12, 14, 16, 878, 10751]",12600,ja,劇場版ポケットモンスター セレビィ 時を超えた遭遇,"40 years ago, a Celebi was being attacked by a Pokemon Hunter. Luckily, a young boy named Yukinari saved Celebi. Using its Time Traveling power, Celebi transported itself and Yukinari 40 years into the future. There, Satoshi, Kasumi, and Takeshi assist Yukinari to the healing lake in the forest so they can heal the wounded Celebi. Unfortunately an evil Team Rocket member, Vicious, tries to capture Celebi using his technology. As Satoshi and Co. try to get away from Vicious, they also run into Musashi, Kojiro, and Nyarth, who also want to capture Celebi. Soon it becomes a race against time to get Celebi and Yukinari back to the forest before Celebi is caught and is used to destroy the forest and themselves.",29.445,/4Vafl9UF5oCiZYOl9q1hh1uZosR.jpg,2001-07-06,Pokémon 4Ever,False,6.4,335
6290,False,/5d2hwlRN0YMTfodid5Dgn8XOrVR.jpg,"[18, 10749]",429189,en,Wonder Wheel,"The story of four characters whose lives intertwine amid the hustle and bustle of the Coney Island amusement park in the 1950s: Ginny, an emotionally volatile former actress now working as a waitress in a clam house; Humpty, Ginny’s rough-hewn carousel operator husband; Mickey, a handsome young lifeguard who dreams of becoming a playwright; and Carolina, Humpty’s long-estranged daughter, who is now hiding out from gangsters at her father’s apartment.",18.403,/gKYpAL1A01T9a1taGXAyfqXjI5x.jpg,2017-12-01,Wonder Wheel,False,6.4,1188
6291,False,/wtqlYoozM40aUhAJEsKpNRva6pX.jpg,"[10751, 878, 10770]",286987,en,How to Build a Better Boy,"Mae and Gabby are two friends who go everywhere together but they are not very popular in their school. Their classmates always pressure because they have not had a boyfriend so to avoid further setbacks, the girls put in place a plan to create the perfect boyfriend. Both believe that it will be easy to create their perfect guy using the military team building; machinery owned by the father of Mae, the machine works through a wireless keyboard. The machine can create with their settings, a robotic soldier. Of this plan was born Albert an ideal guy to be a perfect boyfriend. He will be the most popular boy of the school.",9.745,/iQwno3tB1MFrfLAqafZ8i9Mx05v.jpg,2014-11-18,How to Build a Better Boy,False,6.4,342
